序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
194,PUFFERUSDT,71.5,9.3,10.6,0.881,,,,0.0000,2025-12-05 23:00,0.080750,2025-12-06,2025-12-06 00:00:00,2025-12-06 00:00:00,,0.083090,2.90%,2025-12-08,2025-12-08 00:00:00,0.068280,48.0,17.82%,0.2867,,0.2356,0.5224,0.0000,,,255.54,255.02,255.02,255.02,15001.61,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.5181%,3.0,477.90,否,,,0.083470,0.46%,5.89%,0.078220,-5.86%,9.28%,0.077600,-6.61%,9.28%,18.75%,18.75%,4.56%,,,,,,,,,
195,SWARMSUSDT,48.1,20.6,20.0,1.030,,,,0.0000,2025-12-06 15:00,0.015810,2025-12-06,2025-12-06 16:00:00,2025-12-06 16:00:00,,0.016080,1.71%,2025-12-08,2025-12-08 00:00:00,0.014420,32.0,10.32%,0.2724,,0.2443,0.5167,0.0000,,,140.61,140.09,140.09,140.09,15141.69,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0421%,3.0,454.00,否,,,0.016710,3.92%,4.54%,0.014790,-8.02%,10.95%,0.014580,-9.33%,14.24%,20.58%,14.24%,14.80%,,,,,,,,,
196,BANUSDT,36.3,34.3,29.4,1.170,,,,0.0000,2025-12-06 16:00,0.063720,2025-12-06,2025-12-06 17:00:00,2025-12-06 17:00:00,,0.063730,0.02%,2025-12-08,2025-12-08 00:00:00,0.063020,31.0,1.11%,0.2588,,0.2559,0.5147,-2.6259,7,0.0290%,14.42,13.90,16.53,16.53,15158.22,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.1751%,3.0,431.30,否,,,0.062370,-2.13%,2.48%,0.062050,-2.64%,3.39%,0.063230,-0.78%,3.86%,5.04%,5.04%,0.02%,,,,,,,,,
197,FHEUSDT,105.0,9.2,11.1,0.826,,,,0.0000,2025-12-07 03:00,0.022370,2025-12-07,2025-12-07 04:00:00,2025-12-07 04:00:00,,0.022750,1.70%,2025-12-07,2025-12-07 12:00:00,0.026845,8.0,-18.00%,0.2540,,0.2997,0.5538,0.0000,,,-228.62,-229.17,-229.17,-229.17,14929.05,是,中（改成20%）,中（保持20%）,stop_loss,0.5040%,3.0,423.36,否,,,0.024050,5.71%,5.93%,0.036940,62.37%,9.89%,0.041650,,9.89%,9.89%,9.89%,17.10%,,,,,,,,,
198,CARVUSDT,98.3,23.6,17.4,1.358,,,,0.0000,2025-12-07 07:00,0.140800,2025-12-07,2025-12-07 08:05:00,2025-12-07 08:05:00,,0.138700,-1.49%,2025-12-08,2025-12-08 00:00:00,0.137700,15.92,0.72%,0.2471,,0.2454,0.4925,-0.1854,3,0.0050%,8.91,8.42,8.60,8.60,14937.65,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,411.91,否,,,0.133000,-4.11%,4.25%,0.140100,1.01%,4.83%,0.140100,,4.83%,4.83%,4.83%,0.00%,,,,,,,,,
199,DOODUSDT,87.7,11.4,12.6,0.902,,,,0.0000,2025-12-07 00:00,0.005389,2025-12-07,2025-12-07 01:00:00,2025-12-07 01:00:00,,0.005279,-2.04%,2025-12-09,2025-12-09 00:00:00,0.005066,47.0,4.03%,0.4481,,0.4300,0.8782,0.0000,,,90.41,89.53,89.53,89.53,15027.18,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.2511%,3.0,746.88,否,,,0.005706,8.09%,1.91%,0.005106,-3.28%,4.07%,0.004864,-7.86%,9.30%,9.30%,9.30%,11.80%,,,,,,,,,
200,INITUSDT,63.4,103.5,116.9,0.885,,,,0.0000,2025-12-07 02:00,0.097500,2025-12-07,2025-12-07 03:00:00,2025-12-07 03:00:00,,0.097500,0.00%,2025-12-09,2025-12-09 00:00:00,0.094200,45.0,3.38%,0.4257,,0.4113,0.8370,0.0000,,,72.05,71.21,71.21,71.21,15098.39,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,709.54,否,,,0.098000,0.51%,0.62%,0.091500,-6.15%,7.28%,0.092400,-5.23%,8.31%,8.31%,8.31%,1.54%,,,,,,,,,
201,TOSHIUSDT,43.5,14.6,15.9,0.917,,,,0.0000,2025-12-07 00:00,0.000431,2025-12-07,2025-12-07 01:00:00,2025-12-07 01:00:00,,0.000420,-2.58%,2025-12-09,2025-12-09 00:00:00,0.000399,47.0,5.00%,0.4044,,0.3842,0.7886,0.0000,,,101.13,100.34,100.34,100.34,15198.73,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.7387%,3.0,674.06,否,,,0.000428,2.02%,2.21%,0.000406,-3.29%,4.72%,0.000396,-5.76%,8.17%,8.17%,8.17%,2.83%,,,,,,,,,
202,MOVRUSDT,36.2,12.5,23.3,0.538,,,,0.0000,2025-12-07 13:00,3.033000,2025-12-07,2025-12-07 14:45:00,2025-12-07 14:45:00,,2.970000,-2.08%,2025-12-09,2025-12-09 00:00:00,3.047000,33.25,-2.59%,0.3842,,0.3942,0.7784,0.0000,,,-49.81,-50.58,-50.58,-50.58,15148.15,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0551%,3.0,640.36,否,,,3.056000,2.90%,0.07%,3.022000,1.75%,1.31%,3.109000,4.85%,1.31%,1.31%,1.78%,9.43%,,,,,,,,,
203,BIOUSDT,34.0,26.4,31.3,0.842,,,,0.0000,2025-12-07 00:00,0.051350,2025-12-07,2025-12-07 01:00:00,2025-12-07 01:00:00,,0.050890,-0.90%,2025-12-09,2025-12-09 00:00:00,0.048510,47.0,4.68%,0.3650,,0.3479,0.7129,3.1212,11,-0.0155%,85.35,84.64,81.52,81.52,15229.67,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1858%,3.0,608.34,否,,,0.050290,-1.18%,1.47%,0.048950,-3.81%,4.36%,0.046460,-8.71%,9.02%,9.02%,7.80%,0.96%,,,,,,,,,
204,SIGNUSDT,28.9,32.1,20.9,1.541,,,,0.0000,2025-12-07 19:00,0.040090,2025-12-07,2025-12-07 20:00:00,2025-12-07 20:00:00,,0.040050,-0.10%,2025-12-09,2025-12-09 00:00:00,0.040110,28.0,-0.15%,0.3468,,0.3473,0.6940,0.0000,,,-2.60,-3.29,-3.29,-3.29,15226.38,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0378%,3.0,577.92,否,,,0.039290,-1.90%,2.72%,0.038830,-3.05%,4.00%,0.040520,1.17%,4.00%,4.00%,4.00%,0.85%,,,,,,,,,
205,SOPHUSDT,26.3,73.0,106.4,0.686,,,,0.0000,2025-12-06 14:00,0.015637,2025-12-06,2025-12-06 15:00:00,2025-12-06 15:00:00,,0.015651,0.09%,2025-12-09,2025-12-09 00:00:00,0.015557,57.0,0.60%,0.3294,,0.3274,0.6569,0.0000,,,9.89,9.24,9.24,9.24,15235.61,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0320%,3.0,549.03,否,,,0.015633,-0.12%,0.70%,0.015936,1.82%,0.70%,0.015187,-2.96%,3.51%,3.51%,0.70%,0.26%,,,,,,,,,
206,DEGENUSDT,24.5,8.1,5.3,1.518,,,,0.0000,2025-12-07 18:00,0.001494,2025-12-07,2025-12-07 19:00:00,2025-12-07 19:00:00,,0.001490,-0.27%,2025-12-09,2025-12-09 00:00:00,0.001465,29.0,1.68%,0.3129,,0.3077,0.6206,0.0000,,,26.25,25.63,25.63,25.63,15261.25,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,521.58,否,,,0.001464,-1.74%,2.35%,0.001465,-1.68%,6.17%,0.001427,-4.23%,6.17%,6.17%,6.17%,0.60%,,,,,,,,,
207,TREEUSDT,23.9,20.8,20.5,1.014,,,,0.0000,2025-12-07 00:00,0.126800,2025-12-07,2025-12-07 01:00:00,2025-12-07 01:00:00,,0.126600,-0.16%,2025-12-09,2025-12-09 00:00:00,0.122600,47.0,3.16%,0.2973,,0.2879,0.5852,0.0000,,,46.97,46.38,46.38,46.38,15307.63,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,495.50,否,,,0.125500,-0.87%,1.50%,0.122500,-3.24%,3.87%,0.120300,-4.98%,6.95%,6.95%,6.95%,0.71%,,,,,,,,,
208,CHZUSDT,23.2,8.6,7.7,1.111,,,,0.0000,2025-12-06 08:00,0.030800,2025-12-06,2025-12-06 09:00:00,2025-12-06 09:00:00,,0.030770,-0.10%,2025-12-09,2025-12-09 00:00:00,0.031730,63.0,-3.12%,0.2824,,0.2912,0.5737,2.6145,7,-0.0264%,-44.06,-44.63,-47.25,-47.25,15260.38,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1782%,3.0,470.72,否,,,0.030240,-1.72%,4.45%,0.031420,2.11%,4.45%,0.030820,0.16%,4.45%,4.45%,4.45%,0.36%,,,,,,,,,
209,BULLAUSDT,22.7,47.1,68.7,0.686,,,,0.0000,2025-12-06 17:00,0.036230,2025-12-06,2025-12-06 18:00:00,2025-12-06 18:00:00,,0.035430,-2.21%,2025-12-10,2025-12-10 00:00:00,0.035690,78.0,-0.73%,0.4578,,0.4612,0.9190,-11.9065,19,0.0274%,-16.80,-17.72,-5.81,-5.81,15254.57,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0079%,3.0,763.02,否,,,0.037040,4.54%,1.13%,0.034580,-2.40%,5.11%,0.034030,-3.95%,7.99%,7.99%,1.13%,7.82%,,,,,,,,,
210,FIDAUSDT,22.1,18.7,31.3,0.598,,,,0.0000,2025-12-06 09:00,0.048010,2025-12-06,2025-12-06 10:00:00,2025-12-06 10:00:00,,0.047430,-1.21%,2025-12-10,2025-12-10 00:00:00,0.045650,86.0,3.75%,0.4349,,0.4186,0.8535,0.0000,,,81.61,80.76,80.76,80.76,15335.33,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1943%,3.0,724.87,否,,,0.045840,-3.35%,4.30%,0.045370,-4.34%,6.70%,0.044940,-5.25%,6.70%,9.34%,6.70%,1.64%,,,,,,,,,
211,MUBARAKUSDT,21.2,39.5,32.5,1.217,,,,0.0000,2025-12-06 21:00,0.017010,2025-12-06,2025-12-06 22:00:00,2025-12-06 22:00:00,,0.017180,1.00%,2025-12-10,2025-12-10 00:00:00,0.017900,74.0,-4.19%,0.4132,,0.4305,0.8437,0.0000,,,-86.58,-87.42,-87.42,-87.42,15247.90,是,中（推断20%）,未知,btc_yesterday_yang_flatten_open,0.0000%,3.0,688.62,否,,,0.017640,2.68%,1.34%,0.017300,0.70%,1.34%,0.016830,-2.04%,2.97%,4.95%,1.34%,5.82%,,,,,,,,,
212,LISTAUSDT,20.4,9.3,23.1,0.402,,,,0.0000,2025-12-06 07:00,0.186800,2025-12-06,2025-12-06 08:00:00,2025-12-06 08:00:00,,0.187800,0.54%,2025-12-10,2025-12-10 00:00:00,0.188400,88.0,-0.32%,0.3925,,0.3938,0.7863,0.0000,,,-6.27,-7.06,-7.06,-7.06,15240.85,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,654.19,否,,,0.185100,-1.44%,1.86%,0.185500,-1.22%,2.72%,0.184800,-1.60%,2.72%,6.92%,2.72%,1.33%,,,,,,,,,
213,CROSSUSDT,38.6,14.2,16.1,0.885,,,,0.0000,2025-12-11 09:00,0.128560,2025-12-11,2025-12-11 10:00:00,2025-12-11 10:00:00,0.75,0.129090,0.41%,2025-12-11,2025-12-11 22:00:00,0.138520,12.0,-7.30%,0.4572,,0.4906,0.9479,0.0000,,,-167.00,-167.95,-167.95,-167.95,15072.90,否,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0000%,3.0,762.04,否,,,0.128060,-0.80%,3.73%,0.138520,7.30%,3.73%,0.137660,,3.73%,3.73%,3.73%,4.92%,,,0.7541,,,,,,
214,TUSDT,26.7,25.6,14.7,1.742,,,,0.0000,2025-12-11 18:00,0.011140,2025-12-11,2025-12-11 19:00:00,2025-12-11 19:00:00,1.87,0.011170,0.27%,2025-12-12,2025-12-12 00:00:00,0.011080,5.0,0.81%,0.4522,,0.4485,0.9007,0.0000,,,18.22,17.32,17.32,17.32,15090.21,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,753.64,否,,,0.011040,-1.16%,1.70%,0.011010,-1.43%,1.88%,0.010680,,4.74%,8.59%,1.70%,0.18%,,,1.8703,,,,,,
215,BROCCOLIF3BUSDT,21.5,25.2,47.1,0.535,,,,0.0000,2025-12-11 00:00,0.005317,2025-12-11,2025-12-11 01:00:00,2025-12-11 01:00:00,3.48,0.005350,0.62%,2025-12-12,2025-12-12 00:00:00,0.005316,23.0,0.64%,0.4296,,0.4268,0.8564,-2.5682,5,0.0239%,13.65,12.79,15.36,15.36,15105.58,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,715.96,否,,,0.005287,-1.18%,2.30%,0.005240,-2.06%,5.51%,0.005213,,5.51%,5.51%,5.51%,1.07%,,,3.4763,,,,,,
216,HIVEUSDT,20.0,30.9,23.9,1.292,,,,0.0000,2025-12-11 01:00,0.105450,2025-12-11,2025-12-11 02:00:00,2025-12-11 02:00:00,2.10,0.105570,0.11%,2025-12-12,2025-12-12 00:00:00,0.102930,22.0,2.50%,0.4081,,0.3979,0.8060,0.0000,,,51.03,50.22,50.22,50.22,15155.80,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.2828%,3.0,680.16,否,,,0.100440,-4.86%,5.22%,0.102350,-3.05%,5.22%,0.102200,,5.22%,6.28%,5.22%,0.40%,,,2.0989,,,,,,
217,PLAYUSDT,19.0,27.0,31.6,0.854,,,,0.0000,2025-12-11 09:00,0.038300,2025-12-11,2025-12-11 10:00:00,2025-12-11 10:00:00,1.69,0.037020,-3.34%,2025-12-12,2025-12-12 00:00:00,0.034990,14.0,5.48%,0.3877,,0.3664,0.7541,0.0000,,,106.30,105.54,105.54,105.54,15261.34,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.5211%,3.0,646.16,否,,,0.036180,-2.27%,4.11%,0.034950,-5.59%,9.51%,0.035560,,9.51%,9.51%,9.51%,7.46%,,,1.6853,,,,,,
218,RSRUSDT,18.2,42.1,40.0,1.053,,,,0.0000,2025-12-11 11:00,0.003136,2025-12-11,2025-12-11 12:00:00,2025-12-11 12:00:00,1.26,0.002947,-6.03%,2025-12-12,2025-12-12 00:00:00,0.003181,12.0,-7.94%,0.3683,,0.3976,0.7659,0.0000,,,-146.22,-146.99,-146.99,-146.99,15114.35,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1287%,3.0,613.85,否,,,0.002941,-0.20%,4.48%,0.003180,7.91%,4.48%,0.003227,,4.48%,4.48%,4.48%,11.94%,,,1.2635,,,,,,
219,PROMPTUSDT,17.5,16.6,24.7,0.674,,,,0.0000,2025-12-11 16:00,0.048680,2025-12-11,2025-12-11 17:00:00,2025-12-11 17:00:00,1.85,0.048760,0.16%,2025-12-12,2025-12-12 00:00:00,0.049870,7.0,-2.28%,0.3499,,0.3579,0.7078,0.0000,,,-39.83,-40.53,-40.53,-40.53,15073.82,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,583.16,否,,,0.048330,-0.88%,1.80%,0.049630,1.78%,1.80%,0.047170,,4.33%,4.33%,1.80%,0.84%,,,1.8547,,,,,,
220,BDXNUSDT,17.2,22.9,20.0,1.148,,,,0.0000,2025-12-11 17:00,0.020030,2025-12-11,2025-12-11 18:00:00,2025-12-11 18:00:00,1.09,0.019330,-3.49%,2025-12-12,2025-12-12 00:00:00,0.017240,6.0,10.81%,0.3324,,0.2965,0.6289,-0.0831,1,0.0050%,179.70,179.07,179.15,179.15,15252.97,是,强（保持30%）,强（保持30%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,554.00,否,,,0.017800,-7.92%,8.79%,0.017010,-12.00%,13.04%,0.016500,,15.16%,16.19%,12.83%,4.40%,,,1.0916,,,,,,
221,ICNTUSDT,16.5,8.2,13.9,0.591,,,,0.0000,2025-12-11 08:00,0.254700,2025-12-11,2025-12-11 09:00:00,2025-12-11 09:00:00,0.87,0.252400,-0.90%,2025-12-11,2025-12-11 18:00:00,0.297832,9.0,-18.00%,0.3158,,0.3726,0.6884,0.0000,,,-284.20,-284.89,-284.89,-284.89,14968.08,否,中（改成20%）,中（保持20%）,stop_loss,0.0000%,3.0,526.30,否,,,0.255800,1.35%,3.84%,0.294200,16.56%,3.84%,0.377400,,3.84%,3.84%,3.84%,2.97%,,,0.8678,,,,,,
222,STOUSDT,16.3,15.1,12.2,1.240,,,,0.0000,2025-12-11 18:00,0.125560,2025-12-11,2025-12-11 19:00:00,2025-12-11 19:00:00,1.94,0.125440,-0.10%,2025-12-12,2025-12-12 00:00:00,0.125230,5.0,0.17%,0.3072,,0.3067,0.6139,0.0000,,,2.57,1.96,1.96,1.96,14970.04,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,512.05,否,,,0.127220,1.42%,0.85%,0.125970,0.42%,1.36%,0.125970,,1.36%,1.46%,1.36%,1.55%,,,1.9360,,,,,,
223,QTUMUSDT,165.7,744.8,342.9,2.172,,,,0.0000,2025-12-13 01:00,1.499000,2025-12-13,2025-12-13 02:00:00,2025-12-13 02:00:00,1.78,1.498000,-0.07%,2025-12-16,2025-12-16 02:00:00,1.354000,72.0,9.61%,0.4491,,0.4059,0.8550,13.1526,9,-0.0651%,215.86,215.00,201.85,201.85,15171.89,是,中（改成20%）,弱（12%）,max_hold_time,-0.2328%,3.0,748.50,否,,,1.488000,-0.67%,1.27%,1.529000,2.07%,1.74%,1.471000,-1.80%,1.94%,10.28%,10.95%,2.34%,,,1.7770,1.7770,1.0000,,,,
224,TANSSIUSDT,44.2,7.2,7.2,1.007,,,,0.0000,2025-12-13 07:00,0.017060,2025-12-13,2025-12-13 08:00:00,2025-12-13 08:00:00,3.21,0.018100,6.10%,2025-12-13,2025-12-13 12:00:00,0.014299,4.0,21.00%,0.4266,,0.3371,0.7637,0.0000,,,447.98,447.21,447.21,447.21,15619.10,是,中（改成20%）,中（保持20%）,take_profit,0.0000%,3.0,711.08,否,,,0.015150,-16.30%,18.18%,0.013550,-25.14%,29.83%,0.013350,,29.83%,37.35%,24.81%,4.25%,,21.0%,3.2123,3.2123,1.0000,,,,
225,COMPUSDT,40.8,15.1,9.0,1.676,,,,0.0000,2025-12-13 08:00,30.720000,2025-12-13,2025-12-13 09:00:00,2025-12-13 09:00:00,0.80,30.650000,-0.23%,2025-12-16,2025-12-16 09:00:00,26.660000,72.0,13.02%,0.4401,,0.3828,0.8228,6.5670,9,-0.0332%,286.44,285.61,279.05,279.05,15898.15,是,中（改成20%）,弱（12%）,max_hold_time,-0.5957%,3.0,733.44,否,,,29.990000,-2.15%,3.75%,30.030000,-2.02%,6.92%,29.700000,-3.10%,6.92%,13.74%,13.74%,1.14%,,,0.8002,0.8002,1.0000,,,,
226,TNSRUSDT,28.8,48.2,53.6,0.899,,,,0.0000,2025-12-13 07:00,0.112660,2025-12-13,2025-12-13 08:00:00,2025-12-13 08:00:00,0.60,0.108020,-4.12%,2025-12-16,2025-12-16 08:00:00,0.094560,72.0,12.46%,0.4181,,0.3660,0.7840,0.0000,,,260.46,259.68,259.68,259.68,16157.83,是,中（改成20%）,弱（12%）,max_hold_time,-1.4840%,3.0,696.77,否,,,0.107830,-0.18%,3.40%,0.106180,-1.70%,4.30%,0.100990,-6.51%,8.59%,16.66%,16.66%,4.98%,,,0.5957,0.5957,1.0000,,,,
227,HANAUSDT,24.8,13.0,13.0,1.002,,,,0.0000,2025-12-13 10:00,0.012930,2025-12-13,2025-12-13 11:00:00,2025-12-13 11:00:00,2.79,0.012260,-5.18%,2025-12-16,2025-12-16 11:00:00,0.012480,72.0,-1.79%,0.3972,,0.4043,0.8014,0.0000,,,-35.63,-36.44,-36.44,-36.44,16121.39,是,中（改成20%）,弱（12%）,max_hold_time,0.1365%,3.0,661.93,否,,,0.012090,-1.39%,6.93%,0.011570,-5.63%,8.97%,0.010920,-10.93%,11.91%,17.62%,17.62%,5.71%,,,2.7850,2.7850,1.0000,,,,
228,GASUSDT,17.8,24.8,33.3,0.743,,,,0.0000,2025-12-13 01:00,2.054000,2025-12-13,2025-12-13 02:00:00,2025-12-13 02:00:00,1.95,2.059000,0.24%,2025-12-16,2025-12-16 02:00:00,1.876000,72.0,8.89%,0.3773,,0.3438,0.7211,0.0000,,,167.67,166.95,166.95,166.95,16288.34,否,中（改成20%）,弱（12%）,max_hold_time,-0.0836%,3.0,628.83,否,,,2.078000,0.92%,0.44%,2.069000,0.49%,0.44%,2.072000,0.63%,0.44%,10.00%,10.00%,1.17%,,,1.9525,1.9525,1.0000,,,,
229,AERGOUSDT,14.8,31.1,31.8,0.977,,,,0.0000,2025-12-13 01:00,0.053200,2025-12-13,2025-12-13 02:00:00,2025-12-13 02:00:00,1.96,0.053370,0.32%,2025-12-13,2025-12-13 11:00:00,0.062977,9.0,-18.00%,0.3584,,0.4230,0.7814,5.3390,2,-0.1490%,-322.59,-323.37,-328.71,-328.71,15959.63,是,中（改成20%）,中（保持20%）,stop_loss,-0.4656%,3.0,597.39,否,,,0.057880,8.45%,0.41%,0.064130,20.16%,0.41%,0.061550,,0.41%,0.41%,0.41%,9.05%,,,1.9586,1.9586,1.0000,,,,
230,PUMPBTCUSDT,13.7,41.2,34.7,1.187,,,,0.0000,2025-12-13 10:00,0.027290,2025-12-13,2025-12-13 11:00:00,2025-12-13 11:00:00,4.33,0.027060,-0.84%,2025-12-15,2025-12-15 16:00:00,0.024083,53.0,11.00%,0.3486,,0.3102,0.6588,0.0000,,,191.71,191.06,191.06,191.06,16150.68,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,580.95,否,,,0.027110,0.18%,0.48%,0.027280,0.81%,0.48%,0.027090,0.11%,2.59%,14.78%,11.20%,1.29%,,11.0%,4.3277,4.3277,1.0000,,,,
231,DYMUSDT,13.2,13.0,8.0,1.624,,,,0.0000,2025-12-13 07:00,0.082780,2025-12-13,2025-12-13 08:00:00,2025-12-13 08:00:00,0.76,0.081580,-1.45%,2025-12-15,2025-12-15 14:00:00,0.072606,54.0,11.00%,0.3311,,0.2947,0.6259,0.0000,,,182.13,181.50,181.50,181.50,16332.19,否,中（改成20%）,弱（12%）,take_profit,-0.3364%,3.0,551.91,否,,,0.077720,-4.73%,5.11%,0.079150,-2.98%,5.11%,0.075700,-7.21%,8.09%,15.36%,11.01%,1.56%,,11.0%,0.7562,0.7562,1.0000,,,,
232,SCRUSDT,12.2,4.5,4.0,1.122,,,,0.0000,2025-12-12 23:00,0.091500,2025-12-13,2025-12-13 00:00:00,2025-12-13 00:00:00,2.16,0.093600,2.30%,2025-12-16,2025-12-16 00:00:00,0.082100,72.0,12.29%,0.3146,,0.2759,0.5905,0.0000,,,193.26,192.67,192.67,192.67,16524.85,是,中（改成20%）,弱（12%）,max_hold_time,-0.3533%,3.0,524.31,否,,,0.091100,-2.67%,3.53%,0.091200,-2.56%,5.34%,0.093600,0.00%,5.34%,15.49%,15.49%,4.06%,,,2.1606,2.1606,1.0000,,,,
233,FLUIDUSDT,115.4,193.4,122.9,1.573,,,,0.0000,2025-12-14 00:00,3.130000,2025-12-14,2025-12-14 01:00:00,2025-12-14 01:00:00,1.49,3.125000,-0.16%,2025-12-17,2025-12-17 00:00:00,2.876000,71.0,7.97%,0.2989,,0.2750,0.5739,0.0000,,,119.06,118.49,118.49,118.49,16643.34,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0784%,3.0,498.10,否,,,3.115000,-0.32%,0.90%,3.079000,-1.47%,2.72%,3.034000,-2.91%,4.19%,10.30%,10.30%,0.54%,,,1.4913,1.4913,1.0000,,,,
234,KGENUSDT,51.2,93.8,92.7,1.012,,,,0.0000,2025-12-14 05:00,0.140420,2025-12-14,2025-12-14 06:00:00,2025-12-14 06:00:00,1.09,0.147570,5.09%,2025-12-14,2025-12-14 06:15:00,0.174133,0.25,-18.00%,0.2839,,0.3350,0.6189,0.0000,,,-255.52,-256.14,-256.14,-256.14,16387.20,是,强（2h内默认）,强（保持30%）,stop_loss,0.0539%,3.0,473.19,否,,,0.195120,32.22%,8.50%,0.194520,31.82%,8.50%,0.178110,,8.50%,8.50%,8.50%,37.43%,,,1.0886,1.0886,1.0000,,,,
235,TRBUSDT,46.9,23.0,40.3,0.571,,,,0.0000,2025-12-14 22:00,20.286000,2025-12-14,2025-12-14 23:00:00,2025-12-14 23:00:00,1.85,20.293000,0.03%,2025-12-17,2025-12-17 00:00:00,19.917000,49.0,1.85%,0.2762,,0.2711,0.5473,0.0000,,,25.59,25.04,25.04,25.04,16412.24,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0301%,3.0,460.38,否,,,20.376000,0.41%,0.95%,20.255000,-0.19%,0.95%,19.362000,-4.59%,7.61%,7.61%,7.61%,1.75%,,,1.8523,1.8523,1.0000,,,,
236,ACEUSDT,153.0,44.8,49.5,0.904,,,,0.0000,2025-12-15 22:00,0.276700,2025-12-15,2025-12-15 23:00:00,2025-12-15 23:00:00,1.07,0.272900,-1.37%,2025-12-17,2025-12-17 00:00:00,0.245600,25.0,10.00%,0.3076,,0.2768,0.5844,60.7171,18,-0.2193%,153.85,153.26,92.55,92.55,16504.79,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.7670%,3.0,512.64,否,,,0.286000,4.80%,2.53%,0.272200,-0.26%,9.31%,0.245600,-10.00%,10.55%,17.52%,10.55%,9.20%,,,1.0747,1.0747,1.0000,,,,
237,SOLVUSDT,59.9,12.3,49.3,0.250,,,,0.0000,2025-12-15 17:00,0.014480,2025-12-15,2025-12-15 18:00:00,2025-12-15 18:00:00,1.22,0.014530,0.35%,2025-12-17,2025-12-17 00:00:00,0.014900,30.0,-2.55%,0.2922,,0.2996,0.5918,0.0000,,,-37.20,-37.80,-37.80,-37.80,16466.99,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,487.00,否,,,0.015000,3.23%,0.48%,0.014850,2.20%,0.48%,0.014770,1.65%,0.48%,0.48%,0.48%,3.92%,,,1.2158,1.2158,1.0000,,,,
